region,date,value
fid008,5/16/2020,98488
fid008,2/23/2020,103595
fid008,2/22/2020,117325
fid008,5/17/2020,84138
fid008,5/3/2020,91788
fid008,5/15/2020,109295
fid008,2/8/2020,116179
fid008,5/1/2020,96423
fid008,5/29/2020,108898
fid008,2/20/2020,126381
fid008,5/28/2020,105822
fid008,2/21/2020,113418
fid008,2/9/2020,117995
fid008,5/14/2020,104384
fid008,2/25/2020,108078
fid008,2/19/2020,114643
fid008,5/10/2020,115296
fid008,5/4/2020,105668
fid008,5/5/2020,115265
fid008,2/18/2020,112138
fid008,5/11/2020,116062
fid008,2/24/2020,108624
fid008,2/26/2020,107206
fid008,5/7/2020,124251
fid008,5/13/2020,115523
fid008,5/12/2020,107360
fid008,5/6/2020,111994
fid008,2/27/2020,117785
fid009,5/23/2020,10822
fid009,2/2/2020,11200
fid009,2/3/2020,12417
fid009,2/17/2020,11671
fid009,5/22/2020,13310
fid009,2/29/2020,11715
fid009,5/20/2020,11489
fid009,5/8/2020,12977
fid009,2/1/2020,12920
fid009,2/15/2020,12867
fid009,2/14/2020,13445
fid009,5/9/2020,12337
fid009,2/28/2020,11472
fid009,5/21/2020,13113
fid009,5/19/2020,12536
fid009,2/10/2020,12915
fid009,5/31/2020,10069
fid009,5/25/2020,10217
fid009,5/24/2020,9557
fid009,5/30/2020,11131
fid009,5/18/2020,11328
fid009,2/11/2020,13493
fid009,2/5/2020,12655
fid009,2/13/2020,12676
fid009,2/7/2020,13324
fid009,5/26/2020,10977
fid009,5/27/2020,11787
fid009,2/6/2020,13606
fid009,2/12/2020,12453
fid009,4/28/2020,10679
fid009,3/21/2020,11143
fid009,4/14/2020,11571
fid009,3/9/2020,11331
fid009,3/8/2020,10883
fid009,4/1/2020,12058
fid009,4/15/2020,11583
fid009,4/29/2020,12676
fid009,3/20/2020,11760
fid009,3/22/2020,11372
fid009,4/3/2020,11791
fid009,4/17/2020,11407
fid009,4/16/2020,9784
fid009,4/2/2020,12750
fid009,3/23/2020,12056
fid009,4/6/2020,12135
fid009,4/12/2020,10290
fid009,3/27/2020,11023
fid009,3/26/2020,12325
fid009,4/13/2020,10606
fid009,4/7/2020,11971
fid009,3/18/2020,10763
fid009,4/11/2020,10053
fid009,4/5/2020,11024
fid009,3/24/2020,11220
fid009,3/30/2020,12410
fid009,3/31/2020,12130
fid009,3/25/2020,11897
fid009,4/4/2020,11167
fid009,3/19/2020,11472
fid009,4/10/2020,10902
fid009,4/9/2020,11853
fid009,3/14/2020,11169
fid009,3/28/2020,10582
fid009,4/21/2020,11168
fid009,3/29/2020,12401
fid009,4/20/2020,12776
fid009,3/15/2020,11004
fid009,4/8/2020,11233
fid009,3/17/2020,11403
fid009,3/3/2020,12410
fid009,4/22/2020,11779
fid009,4/23/2020,11389
fid009,3/2/2020,12810
fid009,3/16/2020,12486
fid009,4/27/2020,10111
fid009,3/6/2020,12588
fid009,3/7/2020,11913
fid009,3/13/2020,11414
fid009,4/26/2020,9629
fid009,4/30/2020,13163
fid009,4/24/2020,10389
fid009,3/5/2020,11848
fid009,4/18/2020,10289
fid009,4/19/2020,9760
fid009,4/25/2020,11553
fid009,5/2/2020,10890
fid009,5/16/2020,11030
fid009,2/23/2020,11168
fid009,2/22/2020,11902
fid009,5/17/2020,9946
fid009,5/3/2020,9075
fid009,5/15/2020,12031
fid009,2/8/2020,12508
fid009,5/1/2020,11353
fid009,5/29/2020,12420
fid009,2/20/2020,13420
fid009,5/28/2020,10898
fid009,2/21/2020,12601
fid009,2/9/2020,11269
fid009,5/14/2020,11834
fid009,2/25/2020,13107
fid009,2/19/2020,13094
fid009,5/10/2020,11400
fid009,5/4/2020,11254
fid009,5/5/2020,12080
fid009,2/18/2020,12492
fid009,5/11/2020,12647
fid009,2/24/2020,11692
fid009,2/26/2020,12300
fid009,5/7/2020,12501
fid009,5/13/2020,12857
fid009,5/12/2020,12776
fid009,5/6/2020,12476
fid009,2/27/2020,12959
fid010,5/23/2020,28839
fid010,2/2/2020,32073
fid010,2/3/2020,33685
fid010,2/17/2020,32157
fid010,5/22/2020,33745
fid010,2/29/2020,29963
fid010,5/20/2020,30070
fid010,5/8/2020,32248
fid010,2/1/2020,31238
fid010,2/15/2020,30568
fid010,2/14/2020,33706
fid010,5/9/2020,29068
fid010,2/28/2020,32184
fid010,5/21/2020,30948
fid010,5/19/2020,28801
fid010,2/10/2020,32941
fid010,5/31/2020,26996
fid010,5/25/2020,28564
fid010,5/24/2020,25831
fid010,5/30/2020,29143
fid010,5/18/2020,30228
fid010,2/11/2020,34409
fid010,2/5/2020,33021
fid010,2/13/2020,32505
fid010,2/7/2020,35095
fid010,5/26/2020,28904
fid010,5/27/2020,28596
fid010,2/6/2020,35069
fid010,2/12/2020,32864
fid010,4/28/2020,29500
fid010,3/21/2020,28788
fid010,4/14/2020,27252
fid010,3/9/2020,31624
fid010,3/8/2020,28954
fid010,4/1/2020,29484
fid010,4/15/2020,30544
fid010,4/29/2020,31951
fid010,3/20/2020,31699
fid010,3/22/2020,28545
fid010,4/3/2020,28711
fid010,4/17/2020,30795
fid010,4/16/2020,29729
fid010,4/2/2020,29762
fid010,3/23/2020,30169
fid010,4/6/2020,31081
fid010,4/12/2020,27356
fid010,3/27/2020,32824
fid010,3/26/2020,30053
fid010,4/13/2020,27247
fid010,4/7/2020,29477
fid010,3/18/2020,29095
fid010,4/11/2020,26768
fid010,4/5/2020,26234
fid010,3/24/2020,28257
fid010,3/30/2020,32562
fid010,3/31/2020,27847
fid010,3/25/2020,30226
fid010,4/4/2020,26384
fid010,3/19/2020,25736
fid010,4/10/2020,26920
fid010,4/9/2020,29863
fid010,3/14/2020,31118
fid010,3/28/2020,29231
fid010,4/21/2020,31438
fid010,3/29/2020,29154
fid010,4/20/2020,32399
fid010,3/15/2020,26564
fid010,4/8/2020,26491
fid010,3/17/2020,31563
fid010,3/3/2020,31887
fid010,4/22/2020,29362
fid010,4/23/2020,31001
fid010,3/2/2020,32936
fid010,3/16/2020,29948
fid010,4/27/2020,26826
fid010,3/6/2020,33288
fid010,3/7/2020,32730
fid010,3/13/2020,31284
fid010,4/26/2020,24978
fid010,4/30/2020,31816
fid010,4/24/2020,30217
fid010,3/5/2020,32587
fid010,4/18/2020,30787
fid010,4/19/2020,25671
fid010,4/25/2020,30246
fid010,5/2/2020,28078
fid010,5/16/2020,26418
fid010,2/23/2020,30347
fid010,2/22/2020,31419
fid010,5/17/2020,25769
fid010,5/3/2020,26852
fid010,5/15/2020,29449
fid010,2/8/2020,35087
fid010,5/1/2020,27975
fid010,5/29/2020,30339
fid010,2/20/2020,34335
fid010,5/28/2020,28744
fid010,2/21/2020,30686
fid010,2/9/2020,31904
fid010,5/14/2020,28683
fid010,2/25/2020,31536
fid010,2/19/2020,32087
fid010,5/10/2020,30702
fid010,5/4/2020,30368
fid010,5/5/2020,30496
fid010,2/18/2020,32642
fid010,5/11/2020,33064
fid010,2/24/2020,31754
fid010,2/26/2020,30814
fid010,5/7/2020,32062
fid010,5/13/2020,31130
fid010,5/12/2020,29260
fid010,5/6/2020,29464
fid010,2/27/2020,32989
fid011,5/23/2020,39572
fid011,2/2/2020,47921
fid011,2/3/2020,47431
fid011,2/17/2020,47995
fid011,5/22/2020,53247
fid011,2/29/2020,46462
fid011,5/20/2020,47815
fid011,5/8/2020,50733
fid011,2/1/2020,49480
fid011,2/15/2020,50433
fid011,2/14/2020,51923
fid011,5/9/2020,50170
fid011,2/28/2020,48282
fid011,5/21/2020,47034
fid011,5/19/2020,42847
fid011,2/10/2020,48492
fid011,5/31/2020,38870
fid011,5/25/2020,42774
fid011,5/24/2020,37057
fid011,5/30/2020,43954
fid011,5/18/2020,42400
fid011,2/11/2020,55775
fid011,2/5/2020,55011
fid011,2/13/2020,52531
fid011,2/7/2020,52901
fid011,5/26/2020,43070
fid011,5/27/2020,45403
fid011,2/6/2020,52327
fid011,2/12/2020,51210
fid011,4/28/2020,47398
fid011,3/21/2020,46330
fid011,4/14/2020,51446
fid011,3/9/2020,52034
fid011,3/8/2020,44801
fid011,4/1/2020,50651
fid011,4/15/2020,51590
fid011,4/29/2020,49433
fid011,3/20/2020,50137
fid011,3/22/2020,46828
fid011,4/3/2020,47527
fid011,4/17/2020,51631
fid011,4/16/2020,45611
fid011,4/2/2020,46949
fid011,3/23/2020,45950
fid011,4/6/2020,50455
fid011,4/12/2020,44159
fid011,3/27/2020,52306
fid011,3/26/2020,49805
fid011,4/13/2020,43569
fid011,4/7/2020,46994
fid011,3/18/2020,48662
fid011,4/11/2020,44256
fid011,4/5/2020,44309
fid011,3/24/2020,48040
fid011,3/30/2020,49334
fid011,3/31/2020,47347
fid011,3/25/2020,46782
fid011,4/4/2020,48688
fid011,3/19/2020,44673
fid011,4/10/2020,47072
fid011,4/9/2020,44200
fid011,3/14/2020,47544
fid011,3/28/2020,48617
fid011,4/21/2020,49654
fid011,3/29/2020,45299
fid011,4/20/2020,50958
fid011,3/15/2020,41611
fid011,4/8/2020,46010
fid011,3/17/2020,46316
fid011,3/3/2020,50385
fid011,4/22/2020,46510
fid011,4/23/2020,49917
fid011,3/2/2020,47975
fid011,3/16/2020,43510
fid011,4/27/2020,45491
fid011,3/6/2020,52796
fid011,3/7/2020,46072
fid011,3/13/2020,43291
fid011,4/26/2020,41957
fid011,4/30/2020,52999
fid011,4/24/2020,45176
fid011,3/5/2020,49875
fid011,4/18/2020,45422
fid011,4/19/2020,39715
fid011,4/25/2020,49695
fid011,5/2/2020,43082
fid011,5/16/2020,40922
fid011,2/23/2020,42495
fid011,2/22/2020,47470
fid011,5/17/2020,38331
fid011,5/3/2020,39233
fid011,5/15/2020,50329
fid011,2/8/2020,48623
fid011,5/1/2020,44395
fid011,5/29/2020,46541
fid011,2/20/2020,55296
fid011,5/28/2020,45695
fid011,2/21/2020,49036
fid011,2/9/2020,48002
fid011,5/14/2020,47648
fid011,2/25/2020,47919
fid011,2/19/2020,51162
fid011,5/10/2020,44948
fid011,5/4/2020,46171
fid011,5/5/2020,52907
fid011,2/18/2020,49415
fid011,5/11/2020,49966
fid011,2/24/2020,46118
fid011,2/26/2020,46356
fid011,5/7/2020,56434
fid011,5/13/2020,47685
fid011,5/12/2020,48419
fid011,5/6/2020,49190
fid011,2/27/2020,52139
fid012,5/23/2020,41908
fid012,2/2/2020,46894
fid012,2/3/2020,47423
fid012,2/17/2020,45394
fid012,5/22/2020,48085
fid012,2/29/2020,43401
fid012,5/20/2020,43930
fid012,5/8/2020,47816
fid012,2/1/2020,47989
fid012,2/15/2020,44199
fid012,2/14/2020,45678
fid012,5/9/2020,42750
fid012,2/28/2020,47547
fid012,5/21/2020,46333
fid012,5/19/2020,45436
fid012,2/10/2020,47962
fid012,5/31/2020,41465
fid012,5/25/2020,40475
fid012,5/24/2020,39714
fid012,5/30/2020,42319
fid012,5/18/2020,39866
fid012,2/11/2020,47298
fid012,2/5/2020,49185
fid012,2/13/2020,49461
fid012,2/7/2020,46668
fid012,5/26/2020,41819
fid012,5/27/2020,43241
fid012,2/6/2020,49035
fid012,2/12/2020,47022
fid012,4/28/2020,43181
fid012,3/21/2020,44248
fid012,4/14/2020,46540
fid012,3/9/2020,45460
fid012,3/8/2020,41444
fid012,4/1/2020,44967
fid012,4/15/2020,46429
fid012,4/29/2020,47331
fid012,3/20/2020,45669
fid012,3/22/2020,44781
fid012,4/3/2020,42364
fid012,4/17/2020,47591
fid012,4/16/2020,43151
fid012,4/2/2020,45662
fid012,3/23/2020,43344
fid012,4/6/2020,42759
fid012,4/12/2020,38121
fid012,3/27/2020,43700
fid012,3/26/2020,43687
fid012,4/13/2020,41220
fid012,4/7/2020,42988
fid012,3/18/2020,45827
fid012,4/11/2020,39910
fid012,4/5/2020,41079
fid012,3/24/2020,44011
fid012,3/30/2020,46879
fid012,3/31/2020,42484
fid012,3/25/2020,45930
fid012,4/4/2020,43484
fid012,3/19/2020,41976
fid012,4/10/2020,39284
fid012,4/9/2020,42095
fid012,3/14/2020,42676
fid012,3/28/2020,43027
fid012,4/21/2020,46267
fid012,3/29/2020,41226
fid012,4/20/2020,44577
fid012,3/15/2020,42182
fid012,4/8/2020,42216
fid012,3/17/2020,44584
fid012,3/3/2020,46029
fid012,4/22/2020,43940
fid012,4/23/2020,50857
fid012,3/2/2020,47277
fid012,3/16/2020,46061
fid012,4/27/2020,42912
fid012,3/6/2020,46683
fid012,3/7/2020,46036
fid012,3/13/2020,40908
fid012,4/26/2020,38496
fid012,4/30/2020,47822
fid012,4/24/2020,41930
fid012,3/5/2020,46993
fid012,4/18/2020,44016
fid012,4/19/2020,40631
fid012,4/25/2020,47421
fid012,5/2/2020,39412
fid012,5/16/2020,40313
fid012,2/23/2020,44712
fid012,2/22/2020,46458
fid012,5/17/2020,37577
fid012,5/3/2020,38826
fid012,5/15/2020,45170
fid012,2/8/2020,48044
fid012,5/1/2020,38341
fid012,5/29/2020,45121
fid012,2/20/2020,49021
fid012,5/28/2020,44902
fid012,2/21/2020,45767
fid012,2/9/2020,46784
fid012,5/14/2020,43988
fid012,2/25/2020,44687
fid012,2/19/2020,47039
fid012,5/10/2020,47523
fid012,5/4/2020,44928
fid012,5/5/2020,45369
fid012,2/18/2020,44863
fid012,5/11/2020,46921
fid012,2/24/2020,43574
fid012,2/26/2020,44476
fid012,5/7/2020,52560
fid012,5/13/2020,45588
fid012,5/12/2020,43786
fid012,5/6/2020,47386
fid012,2/27/2020,46678
fid013,5/23/2020,48327
fid013,2/2/2020,54182
fid013,2/3/2020,56233
fid013,2/17/2020,53936
fid013,5/22/2020,58467
fid013,2/29/2020,52760
fid013,5/20/2020,53223
fid013,5/8/2020,57787
fid013,2/1/2020,62539
fid013,2/15/2020,54510
fid013,2/14/2020,58602
fid013,5/9/2020,50582
fid013,2/28/2020,52978
fid013,5/21/2020,55737
fid013,5/19/2020,57304
fid013,2/10/2020,52428
fid013,5/31/2020,41297
fid013,5/25/2020,49311
fid013,5/24/2020,42763
fid013,5/30/2020,46923
fid013,5/18/2020,44792
fid013,2/11/2020,58218
fid013,2/5/2020,55536
fid013,2/13/2020,57081
fid013,2/7/2020,58180
fid013,5/26/2020,50801
fid013,5/27/2020,54465
fid013,2/6/2020,58926
fid013,2/12/2020,57547
fid013,4/28/2020,50036
fid013,3/21/2020,50286
fid013,4/14/2020,50230
fid013,3/9/2020,55197
fid013,3/8/2020,48804
fid013,4/1/2020,54065
fid013,4/15/2020,54625
fid013,4/29/2020,52380
fid013,3/20/2020,54348
fid013,3/22/2020,45833
fid013,4/3/2020,52758
fid013,4/17/2020,47881
fid013,4/16/2020,47935
fid013,4/2/2020,55762
fid013,3/23/2020,52094
fid013,4/6/2020,52985
fid013,4/12/2020,47024
fid013,3/27/2020,57137
fid013,3/26/2020,52305
fid013,4/13/2020,47198
fid013,4/7/2020,53492
fid013,3/18/2020,50963
fid013,4/11/2020,46388
fid013,4/5/2020,47303
fid013,3/24/2020,54289
fid013,3/30/2020,57370
fid013,3/31/2020,51614
fid013,3/25/2020,52905
fid013,4/4/2020,51033
fid013,3/19/2020,53836
fid013,4/10/2020,48756
fid013,4/9/2020,49504
fid013,3/14/2020,56137
fid013,3/28/2020,52602
fid013,4/21/2020,53904
fid013,3/29/2020,50287
fid013,4/20/2020,52860
fid013,3/15/2020,47321
fid013,4/8/2020,50987
fid013,3/17/2020,48880
fid013,3/3/2020,51391
fid013,4/22/2020,49532
fid013,4/23/2020,51583
fid013,3/2/2020,54796
fid013,3/16/2020,56253
fid013,4/27/2020,45298
fid013,3/6/2020,55519
fid013,3/7/2020,59118
fid013,3/13/2020,53644
fid013,4/26/2020,43245
fid013,4/30/2020,59177
fid013,4/24/2020,45599
fid013,3/5/2020,53223
fid013,4/18/2020,49078
fid013,4/19/2020,41094
fid013,4/25/2020,57918
fid013,5/2/2020,48336
fid013,5/16/2020,51036
fid013,2/23/2020,49147
fid013,2/22/2020,55582
fid013,5/17/2020,48301
fid013,5/3/2020,49819
fid013,5/15/2020,59365
fid013,2/8/2020,61218
fid013,5/1/2020,47990
fid013,5/29/2020,53941
fid013,2/20/2020,60448
fid013,5/28/2020,48842
fid013,2/21/2020,58647
fid013,2/9/2020,53199
fid013,5/14/2020,57015
fid013,2/25/2020,50456
fid013,2/19/2020,52899
fid013,5/10/2020,51179
fid013,5/4/2020,51226
fid013,5/5/2020,54777
fid013,2/18/2020,54354
fid013,5/11/2020,58374
fid013,2/24/2020,51726
fid013,2/26/2020,51184
fid013,5/7/2020,59561
fid013,5/13/2020,56297
fid013,5/12/2020,56584
fid013,5/6/2020,56289
fid013,2/27/2020,59417
fid014,5/23/2020,129724
fid014,2/2/2020,145571
fid014,2/3/2020,147343
fid014,2/17/2020,146219
fid014,5/22/2020,163170
fid014,2/29/2020,137767
fid014,5/20/2020,155231
fid014,5/8/2020,156843
fid014,2/1/2020,148952
fid014,2/15/2020,146293
fid014,2/14/2020,168399
fid014,5/9/2020,144954
fid014,2/28/2020,144252
fid014,5/21/2020,157953
fid014,5/19/2020,150874
fid014,2/10/2020,151912
fid014,5/31/2020,127224
fid014,5/25/2020,135817
fid014,5/24/2020,124564
fid014,5/30/2020,136216
fid014,5/18/2020,132896
fid014,2/11/2020,161353
fid014,2/5/2020,151267
fid014,2/13/2020,156244
fid014,2/7/2020,159817
fid014,5/26/2020,138285
fid014,5/27/2020,141617
fid014,2/6/2020,160207
fid014,2/12/2020,151872
fid014,4/28/2020,148385
fid014,3/21/2020,148296
fid014,4/14/2020,140927
fid014,3/9/2020,153012
fid014,3/8/2020,128247
fid014,4/1/2020,144661
fid014,4/15/2020,157643
fid014,4/29/2020,162286
fid014,3/20/2020,153109
fid014,3/22/2020,142687
fid014,4/3/2020,150583
fid014,4/17/2020,145309
fid014,4/16/2020,143204
fid014,4/2/2020,147951
fid014,3/23/2020,149161
fid014,4/6/2020,143201
fid014,4/12/2020,129098
fid014,3/27/2020,149791
fid014,3/26/2020,151352
fid014,4/13/2020,143957
fid014,4/7/2020,145819
fid014,3/18/2020,151646
fid014,4/11/2020,139880
fid014,4/5/2020,140308
fid014,3/24/2020,155457
fid014,3/30/2020,144779
fid014,3/31/2020,143140
fid014,3/25/2020,153946
fid014,4/4/2020,142075
fid014,3/19/2020,151603
fid014,4/10/2020,151264
fid014,4/9/2020,145836
fid014,3/14/2020,144301
fid014,3/28/2020,143277
fid014,4/21/2020,147494
fid014,3/29/2020,145246
fid014,4/20/2020,149983
fid014,3/15/2020,126259
fid014,4/8/2020,136328
fid014,3/17/2020,144362
fid014,3/3/2020,146719
fid014,4/22/2020,144676
fid014,4/23/2020,147109
fid014,3/2/2020,147528
fid014,3/16/2020,153219
fid014,4/27/2020,132080
fid014,3/6/2020,149338
fid014,3/7/2020,143788
fid014,3/13/2020,147959
fid014,4/26/2020,126598
fid014,4/30/2020,157462
fid014,4/24/2020,139956
fid014,3/5/2020,147961
fid014,4/18/2020,145373
fid014,4/19/2020,129570
fid014,4/25/2020,147613
fid014,5/2/2020,142207
fid014,5/16/2020,140174
fid014,2/23/2020,131889
fid014,2/22/2020,144171
fid014,5/17/2020,132445
fid014,5/3/2020,133337
fid014,5/15/2020,148189
fid014,2/8/2020,157820
fid014,5/1/2020,133738
fid014,5/29/2020,148497
fid014,2/20/2020,154605
fid014,5/28/2020,132628
fid014,2/21/2020,149374
fid014,2/9/2020,145662
fid014,5/14/2020,151842
fid014,2/25/2020,148397
fid014,2/19/2020,149699
fid014,5/10/2020,136437
fid014,5/4/2020,142607
fid014,5/5/2020,149421
fid014,2/18/2020,151100
fid014,5/11/2020,156329
fid014,2/24/2020,146246
fid014,2/26/2020,146187
fid014,5/7/2020,162764
fid014,5/13/2020,153151
fid014,5/12/2020,146382
fid014,5/6/2020,153114
fid014,2/27/2020,147616
fid015,5/23/2020,28657
fid015,2/2/2020,34639
fid015,2/3/2020,37381
fid015,2/17/2020,34534
fid015,5/22/2020,30673
fid015,2/29/2020,27787
fid015,5/20/2020,31381
fid015,5/8/2020,28395
fid015,2/1/2020,36505
fid015,2/15/2020,34466
fid015,2/14/2020,35228
fid015,5/9/2020,27833
fid015,2/28/2020,32184
fid015,5/21/2020,30837
fid015,5/19/2020,30825
fid015,2/10/2020,36849
fid015,5/31/2020,25027
fid015,5/25/2020,25409
fid015,5/24/2020,25750
fid015,5/30/2020,26172
fid015,5/18/2020,25868
fid015,2/11/2020,36646
fid015,2/5/2020,36502
fid015,2/13/2020,38552
fid015,2/7/2020,38141
fid015,5/26/2020,27151
fid015,5/27/2020,27765
fid015,2/6/2020,37929
fid015,2/12/2020,36833
fid015,4/28/2020,27799
fid015,3/21/2020,27711
fid015,4/14/2020,27577
fid015,3/9/2020,25821
fid015,3/8/2020,26045
fid015,4/1/2020,29937
fid015,4/15/2020,29462
fid015,4/29/2020,29800
fid015,3/20/2020,29932
fid015,3/22/2020,25735
fid015,4/3/2020,28176
fid015,4/17/2020,28644
fid015,4/16/2020,27065
fid015,4/2/2020,28716
fid015,3/23/2020,27535
fid015,4/6/2020,24036
fid015,4/12/2020,26574
fid015,3/27/2020,31824
fid015,3/26/2020,28983
fid015,4/13/2020,26808
fid015,4/7/2020,25946
fid015,3/18/2020,29706
fid015,4/11/2020,23566
fid015,4/5/2020,24618
fid015,3/24/2020,25909
fid015,3/30/2020,29075
fid015,3/31/2020,25156
fid015,3/25/2020,31436
fid015,4/4/2020,28728
fid015,3/19/2020,28849
fid015,4/10/2020,29235
fid015,4/9/2020,27821
fid015,3/14/2020,25984
fid015,3/28/2020,26793
fid015,4/21/2020,30110
fid015,3/29/2020,27781
fid015,4/20/2020,25404
fid015,3/15/2020,23861
fid015,4/8/2020,27742
fid015,3/17/2020,29129
fid015,3/3/2020,27411
fid015,4/22/2020,28975
fid015,4/23/2020,30276
fid015,3/2/2020,29960
fid015,3/16/2020,28723
fid015,4/27/2020,26570
fid015,3/6/2020,30046
fid015,3/7/2020,28593
fid015,3/13/2020,29905
fid015,4/26/2020,23168
fid015,4/30/2020,28071
fid015,4/24/2020,27748
fid015,3/5/2020,31431
fid015,4/18/2020,28448
fid015,4/19/2020,25896
fid015,4/25/2020,29699
fid015,5/2/2020,23940
fid015,5/16/2020,24224
fid015,2/23/2020,33758
fid015,2/22/2020,32769
fid015,5/17/2020,25916
fid015,5/3/2020,24489
fid015,5/15/2020,31100
fid015,2/8/2020,34394
fid015,5/1/2020,27645
fid015,5/29/2020,28875
fid015,2/20/2020,36852
fid015,5/28/2020,26567
fid015,2/21/2020,36275
fid015,2/9/2020,34085
fid015,5/14/2020,31466
fid015,2/25/2020,35619
fid015,2/19/2020,34310
fid015,5/10/2020,28650
fid015,5/4/2020,27689
fid015,5/5/2020,28730
fid015,2/18/2020,33520
fid015,5/11/2020,28450
fid015,2/24/2020,33182
fid015,2/26/2020,31679
fid015,5/7/2020,32972
fid015,5/13/2020,28342
fid015,5/12/2020,29019
fid015,5/6/2020,30077
fid015,2/27/2020,34233
